0,1,2,3
112,440697006094380_604735123023900,2016-05-13T20:39:31+0000,"Olá,

 Meu nome é Marcos Alexandre Eto.  Sou Relações Públicas dos espaços Secrett Lounge, La Fiesta e Armazém Nacional e gostaria de saber como podemos atendê-los em seu próximo evento.
Estamos instalados em uma área total de  1.500m2 distribuídos em três imóveis adjacentes no  bairro da Vila Olímpia e podemos realizar eventos de domingo a sexta-feira para 150 a 700 pessoas (em um dos espaços individualmente) até festas para 2.000 pessoas (utilizando os três espaços simultaneamente).

Para o organizador o principal diferencial é a possibilidade de criar  um evento inédito com toda infra-estrutura de som, imagem, iluminação, climatização e mobiliário sem custos adicionais de locação, além de poder escolher entre as opções de arquitetura exclusivas de cada um dos nossos espaços (ou por todos eles), ter à disposição djs e atrações de segmentos musicais diferentes, além de contar com nosso expertise e serviços de open bar de nossa equipe,

Nossas bebidas têm procedência garantida e são fornecidas diretamente pelas companhias Ambev (cervejas Budweiser e Skol) e Pernod Ricard (vodka Absolut) através de contratos de exclusividade.

 Estou enviando em anexo algumas imagens dos espaços e os meus dados para contato e os horários de funcionamento. Fico à disposição para atender seu Centro Acadêmico, Atlética ou Comissão de Formatura.

 No próximo sábado, venha nos visitar, você é meu convidado. Responda este e-mail ou envie uma mensagem por sms ou whatsapp com seu nome e entidade que representa que vou disponibilizar um par de convites VIP e um voucher com R$ 50,00 em consumo. Será um prazer recebê-los.

 

Atenciosamente,

 Marcos Alexandre Eto
Whatsapp 947377669

e-mail: marcos@secrett.com.br",
113,440697006094380_604595449704534,2016-05-13T14:34:52+0000,"ASSEMBLEIA DE ESTUDANTES DA FÍSICA, DIA 17/05, ÀS 17H

Na última Assembleia de Estudantes da Física (ata no link https://www.facebook.com/notes/cefisma-ifusp/ata-da-assembleia-de-estudantes-2604/598228417007904), que ocorreu no dia 26/04, discutimos sobre a ameaça aos aluguéis coletados pelo Cefisma e como isso acarretaria na perda de nossa autonomia. Dessa assembleia, tiramos uma Comissão de Mobilização (https://www.facebook.com/groups/580628818772994) que produziu um texto informativo para as pessoas membras da Congregação e se articulou para entender melhor a situação e tentar barrar esse ataque da reitoria.
Desde então, tivemos reuniões com o diretor e com o procurador geral da USP. Muitas conquistas foram conseguidas pela mobilização na Física em relação a esse assunto. Nessa assembleia, teremos que decidir como prosseguir quanto à mobilização para garantir nossa autonomia.

Além disso, devemos discutir a mobilização geral de estudantes da USP. A USP vem sofrendo diversos ataques da reitoria: não abertura de vagas nas creches, precarização do HU, cortes de bolsas, tentativa de extinção do regime de dedicação exclusiva de docentes, congelamento nas contratações de docentes e funcionários, reintegração da sede do SINTUSP, ameaça aos espaço estudantis, entre outros.
Na última Assembleia Geral, do dia 12/05, foi deflagrada greve estudantil por cotas, permanência e contratações. 
Precisamos deliberar se aderiremos à greve e se temos pautas internas para propor para o movimento geral.

Venham para a assembleia, para que possam manifestar sua opinião a respeito desses temas! 

CONVIDEM COLEGAS DO IFUSP!",Cefisma IFUSP shared their event.
114,440697006094380_244699452561729,2016-05-13T14:31:06+0000,,Cefisma IFUSP added an event.
115,440697006094380_604347896395956,2016-05-13T02:30:48+0000,"Gente, os interessados em reservar moletons devem preencher esse formulário.

As encomendas serão entregues a partir do dia 20/05/16 e você deverá pagar R$ 100,00 até o dia 23/05/16. O pagamento pode ser feito com dinheiro ou cartão na secretaria do Cefisma, com a Marivalda. O formulário ficará on-line até o dia 22/05/16. Após essa data os moletons passarão a custar R$ 115,00!

Beijos de luz. <3",
116,440697006094380_603980429766036,2016-05-12T03:31:28+0000,"Gente! <3

A Assembléia Geral de Estudantes é amanhã. Quem puder comparecer, por favor vá. É muito importante para o momento que estamos vivendo e importante para o movimento estudantil.

Beijos de luz.",Cefisma IFUSP shared Dce Livre da USP's event.
117,440697006094380_116155288785585,2016-05-11T18:02:44+0000,,Cefisma IFUSP added an event.
118,440697006094380_1599050987073785,2016-05-03T14:31:30+0000,,Cefisma IFUSP added an event.
119,440697006094380_599816703515742,2016-05-01T16:07:58+0000,,Cefisma IFUSP shared Ocupa SAS's post.
120,440697006094380_598671583630254,2016-04-28T15:19:31+0000,Carta do CEFISMA aos membros da Congregação do Instituto de Física sobre o termo de cessão do espaço do prédio da vivência,Cefisma IFUSP published a note.
121,440697006094380_598228417007904,2016-04-27T13:12:25+0000,ATA DA ASSEMBLEIA DE ESTUDANTES 26/04,Cefisma IFUSP published a note.
122,440697006094380_484336091730471,2015-06-17T03:15:11+0000,"""O sociólogo Pierre Bourdieu construiu ao longo de sua trajetória intelectual um importante conjunto de reflexões acerca de diferentes campos sociais. Suas obras influenciaram diversos intelectuais, internacionais e nacionais, que encontraram, em seus escritos, diálogo com os estudos sobre as desigualdades sociais e o entendimento das dimensões políticas que perpassam os espaços de lutas. Mais recentemente, no Ensino de Ciências, vem crescendo o interesse pelas ideias de Bourdieu, no sentido de incorporá-las a diferentes reflexões acerca da educação científica e seus âmbitos sociais.

A proposta da I Jornada Pierre Bourdieu e o Ensino de Ciências é reunir professores e pesquisadores interessados nessas temáticas, com o objetivo de estimular um diálogo de aproximação entre eles. Assim, sua programação inclui um ciclo de debates e apresentações de trabalhos que possam promover reflexões e novas perspectivas de aprendizagem."" (Comissão Organizadora)",
123,440697006094380_481588742005206,2015-06-10T23:50:53+0000,"Em defesa das Creches/Pré-Escolas da Universidade de São Paulo!
http://www.peticaopublica.com.br/pview.aspx?pi=BR80189",
124,440697006094380_481026945394719,2015-06-09T12:06:16+0000,"REITOR QUER CRIMINALIZAR OS REPRESENTANTES DISCENTES COM BASE EM DECRETO DA DITADURA


""Na semana passada três representantes discentes (RD) e diretores do DCE, Danilo Santos (EEFE), Marcela Carbone (ECA) e Vanessa Couto (FSP) receberam um documento da reitoria que continha um processo administrativo contra estes. No documento, alega-se que a(o)s RDs haviam, na sessão do Conselho Universitário (CO) do dia 07.04, interrompido professores e o reitor em voz alta, gritando por mais democracia e contra o autoritarismo, impedindo que a sessão prosseguisse e, obrigando Zago a encerrar a sessão.

Afirmamos que para nós do DCE da USP esse processo é inaceitável, faremos a luta necessária para o processo não ir adiante e não criminalizar os nossos representantes discentes eleitos pelos estudantes. Vamos denunciar esse caso absurdo e queremos fazer um chamado para todos os centros acadêmicos, DCEs, sindicatos, coletivos, entidades a nos apoiarem nessa luta contra a criminalização dos movimentos.""

http://www.dceusp.org.br/2015/06/reitoria-criminaliza-representantes-discentes-zago-quer-repetir-a-persegcao-politica-da-era-rodas/",
125,440697006094380_480909995406414,2015-06-09T00:36:43+0000,"DEBATE NA FÍSICA

Via Cefisma IFUSP

Não é novidade que realidade universitária está cada vez mais difícil. Uma vez que a falta de permanência estudantil e precarização do trabalho afeta todos estudantes, estes assuntos não podem passar em branco pela física. 

Tudo isso se soma à completa disparidade, social e racial, entre a universidade e o restante da sociedade e consequente e necessária luta por cotas na USP.

É por isso que o CEFISMA convida todas para nossa atividade, com o intuito de discutir as movimentações estudantis e sindicais que estão acontecendo em nossa universidade!",Dce Livre da USP shared Cefisma IFUSP's event.
126,440697006094380_480809192083161,2015-06-08T16:54:04+0000,"https://www.facebook.com/events/1678924955669076/
Venham todes se informar e discutir sobre as movimentações estudantis e sindicais que estão acontecendo em nossa universidade!
Amanhã às 16h, no Auditório Novo 2",
127,440697006094380_479046742259406,2015-06-04T14:16:08+0000,"Não é novidade que realidade universitária está cada vez mais difícil. Uma vez que a falta de permanência estudantil e precarização do trabalho afeta todos estudantes, estes assuntos não podem passar em branco pela física.
Tudo isso se soma à completa disparidade, social e racial, entre a universidade e o restante da sociedade e consequente e necessária luta por cotas na USP.
É por isso que o CEFISMA convida todas e todos para três atividades que discutirão temas pertinentes à universidade nessa semana que se segue. 

O calendário é:

- 09/06: CAFÉ COM QUANTUM ""DESVENTURAS DE UMA UNIVERSIDADE EM CRISE"" (às 16h, no Auditório Novo 2). Convidamos uma pessoa do SINTUSP, um funcionário do HU, um(a) militante da Ocupação Preta (ainda não confirmado) e um(a) afetado(a) pelo corte de vagas da creche (ainda não confirmado). 
Evento: https://www.facebook.com/events/1678924955669076/

- 10/06: ASSEMBLEIA GERAL DOS ESTUDANTES DA USP (ainda sem local e horário definido). É importante que vamos à assembleia geral para nos informar e nos colocar como indivíduos a respeito das pautas do movimento geral. 
Evento: https://www.facebook.com/events/439401806220660/

- 11/06: ASSEMBLEIA DE ESTUDANTES DA FÍSICA (16h, no Auditório Novo 2). Além de aprofundarmos a discussão (entre nós, estudantes da física) sobre as pautas do movimento geral, propomos também discutirmos sobre um nome a ser dado ao prédio da vivência e se devemos ou não comprar um frigobar e uma máquina de café para o C.A. 
Evento: https://www.facebook.com/events/864159326990035/

Convidem suas e seus colegas, para que podemos discutir esses assuntos pertinentes a todas e todos!!",
128,440697006094380_864159326990035,2015-06-04T13:59:11+0000,,Cefisma IFUSP added an event.
129,440697006094380_379753588890373,2015-06-04T03:23:58+0000,,Cefisma IFUSP added an event.
130,440697006094380_1678924955669076,2015-06-02T15:20:36+0000,,Cefisma IFUSP added an event.
131,440697006094380_477994052364675,2015-06-01T23:00:36+0000,"Para quem não viu, e para quem já viu e quer rever:",
132,440697006094380_477431215754292,2015-05-31T18:47:49+0000,"CENAS LAMENTÁVEIS

Com direito à prisão, agressão de mulheres e tiro pelas constas, foi chocante a atuação da PM nos arredores da USP nesta sexta-feira. O ato/trancaço foi organizado por estudantes e trabalhadores e além de apontar as más condições de trabalho na universidade fazia parte de uma importante iniciativa nacional contra tercerização e o corte de direitos trabalhistas.

http://g1.globo.com/sao-paulo/noticia/2015/05/manifestantes-foram-agredidos-e-feridos-pela-pm-diz-sindicato-da-usp.html",
133,440697006094380_477403759090371,2015-05-31T16:10:39+0000,"CHERATERIA CAMPEÃ DA IV SELETIVA DO BALATUCADA 2015

Temos o maior orgulho em anunciar que ontem as/os nossas/os queridas/os cherateiras/os ganharam a seletiva do Balatucada com uma apresentação de tirar o fôlego (como sempre).
Parabéns, suas lindas e seus lindos! Vocês mesmos, mais do que ninguém, sabem o quanto mereceram. Continuem brilhando assim, sempre :')",Cefisma IFUSP shared Cherateria - Bateria Física-IAG-USP's post.
134,440697006094380_373762259494904,2015-05-26T00:43:39+0000,,Cefisma IFUSP added an event.
135,440697006094380_473013126196101,2015-05-22T21:17:12+0000,"CONVERSA SOBRE SCALE-UP COM A COC-BACHARELADO

Caloures e interessades, a COC-Bacharelado vai promover conversas sobre o método do Scale-up (usado atualmente em Física I) em dois horário na quinta-feira dia 28/05. Como o método é novo e polêmico, é muito importante que quem está tendo aula nesse modelo atualmente se manifeste a respeito, para que possa ser construído um curso cada vez melhor para todes",Cefisma IFUSP shared COC -Física Bacharelado's post.
136,440697006094380_472898606207553,2015-05-22T18:14:25+0000,"RESULTADO DO SEGUNDO TURNO DAS ELEIÇÕES PARA DIRETOR IFUSP

Depois da reedição do segundo turno das eleições para diretor (por conta de irregularidades), finalmente foi escolhido o novo diretor de nosso instituto Marcos Nogueira Martins.

Total de votantes  61

Elcio Abdalla                          05 votos
Marcos Nogueira Martins      56 votos

http://portal.if.usp.br/ataac/node/294",
137,440697006094380_472022242961856,2015-05-21T03:11:41+0000,"Lindxs, amanhã o Conselho Estadual de Educação vai entrevistar os alunos das 16:00 às 16:30 sobre o recredenciamento do curso de Licenciatura. Esse é o momento de vocês alunxs defenderem o seu curso. :)

Quanto mais alunxs puderem participar, melhor. O local das entrevistas ainda não foi definido, mas provavelmente será próximo à Seção de Alunos.",
138,440697006094380_470921356405278,2015-05-19T02:29:45+0000,"NOTA DE ESCLARECIMENTO + REPÚDIO:

       Frente aos últimos acontecimentos envolvendo a Festa do Fico, o Centro Acadêmico vem por meio desta nota esclarecer e explanar a situação com a ciência de que minuciar o ocorrido é necessário para alertar as mulheres que circulam pelo nosso espaço e de que abrir a discussão é fundamental para inibir a recorrência de casos como esse e iniciar uma reflexão mais profunda sobre o tema. Em um evento adjacente à Festa do Fico, onde o autor e aluno da Física comemoraria seu aniversário, as entidades estudantis do IF receberam diversas reclamações a respeito da seguinte postagem : ""Vou chamar as minas do tinder pra festa! nao brinks eh open bar nao open food gente"".
       A CO da festa, de antemão, deixou claro que não seriam toleradas quaisquer formas de opressão e discriminação na festa, e não foi preciso uma análise profunda para perceber o conteúdo extremamente machista da frase. Pelo contrário, o machismo está enraizado a ponto de ser normalizado como ""piada"". Entendendo que é preciso problematizar esse tipo de discurso, pois não existe brincadeira inocente em uma sociedade patologicamente misógina, sexista e machista, as entidades envolvidas decidiram se posicionar e assumir uma postura combativa em relação a isso. Visando garantir a segurança de mulheres que se sentiram oprimidas e subjugadas, e lembrando que esse não foi o primeiro relato envolvendo o aluno, a CO decidiu não permitir a entrada deste na festa. Ao ser comunicado disso o indivíduo em questão demonstrou uma conduta exaltada e violenta, agredindo verbalmente e aos berros uma das companheiras encarregadas de dar a notícia. Após esse episódio, reconhecendo a falha de não chamá-lo previamente para compor a mesa de discussão, a CO convocou uma reunião composta por representantes do Centro Acadêmico, Atlética e o aluno, onde o mesmo teria a oportunidade de se retratar. A reunião contou com quatro representantes mulheres e um homem.
       O rapaz, indagado sobre o viés de sua postagem, alegou que as pessoas ofendidas é que não souberam interpretar a piada, pois a intenção era apenas ridicularizar as mulheres do Tinder por, segundo ele, serem todas gordas e que portanto, ele não foi machista (?????!!!). Aqui ressaltamos que as ""mulheres do Tinder"" são MULHERES REAIS e que menosprezá-las pela padronização e idealização do corpo feminino faz parte de uma cultura machista que objetifica as mulheres e lhes condiciona a subordinação masculina. Nenhum homem tem o direito de ditar como deve ser o corpo da mulher e nós não admitiremos que tentem fazê-lo.
       Mesmo com quatro meninas relatando suas vivências e afirmando que ele estava sendo machista, o aluno recusou-se a aceitar e desconstruir isso e insistiu que essas garotas estariam erradas. A única coisa que admitiu foi o fato de ser gordofóbico, mas disse que tinha o direito de destilar esse preconceito, pois já havia sido gordo. No ápice de sua misoginia, enquanto fazia expressões de repulsa cada vez que uma garota tentava explicar seu ponto, ele negou reconhecer a representatividade das presentes como classe e como entidade, afirmando que elas só tinham o direito de falar por si e que os ofendidos deveriam somente deixar de segui-lo, pois ele não é obrigado a agradar a todos -ignorando que há um abismo de opressão entre agradar e respeitar-. Além de outros absurdos, afirmou que as meninas, por militarem pelo movimento feminista, ficam procurando pequenezas para se indignar, como se uma mulher inserida em nossa sociedade; inserida num meio acadêmico tradicionalmente masculino, não estivesse exposta diariamente a todo tipo de abuso e necessitasse - ou quisesse- procurar por isso. Por fim, disse que não se desculparia por sua postagem, pois na sua opinião não havia conteúdo machista, mesmo quando alertado de que machismo não é questão de opinião, mas sim de posição. Pelo contrário, disse que as garotas deviam um pedido de desculpas a ele pelo inconveniente causado a sua festa e que só aceitaria ter os ingressos reembolsados caso as entidades escrevessem uma nota de esclarecimento. E como já era de se esperar, ao término da reunião, ele se dirigiu ao único homem da sala para discutir a logística de devolução dos ingressos.
       Surgiram, então, novas reclamações a respeito do evento. Após deixarmos claro que ele não entraria na festa, o aluno fez um post relatando que foi atacado por feministas loucas, mas que até então a festa estava de pé. Por diversas vezes ele disse que durante a reunião tentou explicar que não foi machista às garotas, mas que elas eram incapazes de usar e assimilar lógica - e nesse ponto admitimos que se ele estiver se referindo à lógica desonesta e opressora dos privilegiados pelo sistema de dominação patriarcal, jamais iremos entender e aceitar - . Também afirmou que eram apenas quatro garotas perseguindo-o, resumindo a luta das mulheres a mera implicância individual . Dentre a enxurrada de comentários dos amigos coniventes em apoio ao rapaz, e fora os de cunho falocêntrico e ofensivo, três nos chamaram a atenção. O de que as garotas estavam exagerando, de que era um absurdo proibirmos a entrada dele, pois o Centro acadêmico costumava prezar pela liberdade de expressão, e o de que o Cefisma estava dando ""poder demais a poucas pessoas"".
       Em primeiro lugar, exagero é uma mulher ser atacada física e psicologicamente por seu corpo, sua cor de pele, seu gênero e sua orientação sexual. Exagero é uma mulher ser atacada simplesmente por ser mulher e nenhuma forma de resistência a isso é exacerbada. Em segundo lugar, o Cefisma preza, sim, pela liberdade de expressão, mas jamais compactuará e tolerará a liberdade de opressão defendida por aqueles que já nasceram com seus direitos e liberdades garantidos. Por último, o Cefisma SEMPRE dará todo poder e voz às vítimas da atual estrutura de poder injusta e desigual, pois elas é que precisam ser ouvidas para a ruptura dos paradigmas vigentes. Essas ""poucas pessoas"" continuarão conquistando cada vez mais seu espaço na sociedade, doa a quem doer. 
       Estamos aqui para ressaltar que a causa também é NOSSA! Não existe opressão mais leve do que a outra, e querer relativizar esse caso por se tratar de uma ""piada"" é ser cúmplice da máquina genocida que mata e humilha mulheres todos os dias. Portanto, jamais recuaremos ou nos manteremos imparciais quando o assunto for discriminação, preconceito e opressão. Estaremos sempre no enfrentamento e dando apoio incondicional a todas as mulheres em luta. Nenhum caso semelhante será considerado aceitável.
       Não permitir que este aluno entre na festa vai muito além da punição; é um ato político de empoderamento e libertação. É uma forma de mostrar que as guerreiras do Cefisma, do IFUSP e do mundo estão organizadas e não vão tolerar qualquer comportamento abusivo, opressor e repressor, pois seus corpos e sua batalha cotidiana por sobrevivência não são piada.
       Reiteramos, por fim, que MACHISMO E MISOGINIA NÃO PASSARÃO!

Com carinho,
A Direção",
139,440697006094380_470864816410932,2015-05-18T23:36:33+0000,"ASSEMBLEIA GERAL DE ESTUDANTES, amanhã, 19/05, às 18h na FAU.
É muito importante que xs estudantes da física compareçam à assembleia geral para de inteirar dos temas que estão sendo discutidos no movimento estudantil geral e na USP como um todo, e para se posicionar a respeito dos mesmos :)",Cefisma IFUSP shared Dce Livre da USP's event.
140,440697006094380_470657176431696,2015-05-18T16:10:36+0000,"A Ocupação Preta realizou uma campanha de recolhimento de assinaturas para que o projeto de lei da Frente Pró-Cotas Raciais fosse admitido como ponto de pauta do Conselho de Graduação (CoG). Obtivemos mais de 1400 assinaturas (eram necessárias apenas 900), que foram entregues e protocoladas na Reitoria. Desta forma, recebemos a notícia de que a CoG aceitou nossa demanda de pauta e ademais aceitou receber uma pequena comissão do movimento negro (4 mulheres pretas) para fazer a defesa do projeto na reunião ordinária da CoG! 

https://www.facebook.com/events/1578357129090930/",Cefisma IFUSP shared Ocupação Preta's event.
141,440697006094380_1426428311010564,2015-05-17T00:59:52+0000,,Cefisma IFUSP added an event.
142,440697006094380_1567582690175796,2015-05-13T02:47:56+0000,,Cefisma IFUSP added an event.
143,440697006094380_468129353351145,2015-05-11T23:50:38+0000,"GRITARAM-ME NEGRA
intervenção feita pela pela Ocupação Preta dia 30/04/2015",
144,440697006094380_467896626707751,2015-05-11T01:27:39+0000,"Governador propõe que, na nova redação da Lei de Diretrizes Orçamentárias-2016, o repasse para as universidades seja de “no máximo” 9,57% do ICMS-QPE, ao contrário do que dizia a redação anterior, que especificava ""no mínimo"" 9,57% do ICMS-QPE.

http://www.adusp.org.br/index.php/orcamento/2283-alckmin-ataca-novamente-as-universidades-estaduais",
145,440697006094380_467018033462277,2015-05-08T01:37:51+0000,"Querides, a oficina aberta de LaTeX: Grupo de Libertação do Word começa amanhã!
Ocorrerá, nos dias 08/05, 15/05, 22/05 e 29/05 (sextas-feiras), das 15h às 17h, na sala 201 da Ala Central.
Participem!",
146,440697006094380_466738943490186,2015-05-06T23:21:37+0000,"RESULTADO DO SORTEIO DOS ARMÁRIOS 2015

Aqui estão os armários designados pras duplas que se inscreveram nos sorteios:
https://docs.google.com/spreadsheets/d/100xQOznw3wM2PazxdueX5wKdwhSZemxDjiQcZC2x4_8/edit?usp=sharing
Ocupantes antigxs dos armários: pedimos que liberem os mesmos em duas semanas. Caso o armário não seja liberado, xs novxs ocupantes podem solicitar o arrombamento, e os pertences ficarão guardados na secretaria do Cefisma e da Atlética devidamente identificados com o número do armário do qual foram retirados.",
147,440697006094380_466518753512205,2015-05-05T23:18:00+0000,"Assembleia Geral dos Estudantes da USP, amanhã (06/05), às 18h, no vão da História",Cefisma IFUSP shared Dce Livre da USP's event.
148,440697006094380_465213576976056,2015-05-01T18:00:23+0000,"RESULTADOS DAS ELEIÇÕES PARA DIRETOR/A DO IFUSP

Segue abaixo o texto elaborado pelos/as membros/as da Comissão Eleitoral apresentado na congregação de quinta-feira, 30/04, e as imagens com o resultado das eleições diretas para diretor/a do IFUSP:

""Senhores Membros,
Como já é tradição no Instituto de Física e em outras unidades da USP, representantes dos estudantes, funcionários e professores organizaram um processo de eleição direta para o cargo de diretor do IF tendo em vista a renúncia do prof. Adalberto Fazzio.
Foi feita a divulgação do processo eleitoral convidando os interessados no cargo a se declararem e participarem de um debate. Apenas um interessado reconheceu a legitimidade do processo e se apresentou para o debate realizado no dia 28 de abril: o prof. Marcos Nogueira Martins.
A eleição realizada ontem, 29 de abril, contou com a participação de 109 estudantes, 114 funcionários e 37 professores, contabilizando:

- 73 votos para o Prof Marcos, 12 brancos e 24 nulos, entre os
estudantes;
- 101 votos para o Prof Marcos, 5 brancos e 8 nulos, entre os
funcionários; e
- 35 votos para o Prof Marcos, 2 brancos e 0 nulos, entre os
professores;

O resultado final, considerando a paridade foi: 83,4% dos votos para o Prof Marcos, 6,9% de votos brancos e 9,7% de votos nulos.

A Comissão Eleitoral agradece ao candidato que se apresentou reconhecendo a importância do diálogo com a comunidade e recomenda que os membros do colégio eleitoral, no dia 05 de maio, acatem a indicação da comunidade do IFUSP para o cargo de diretor.
A  participação da comunidade neste processo expressa o desejo de se envolver mais ativamente da gestão do instituto, e sugerimos que, no futuro, a própria congregação se comprometa a organizar processos de discussão mais democráticos para balizar suas decisões.

Comissão Eleitoral""",Cefisma IFUSP added 5 new photos.
149,440697006094380_464472357050178,2015-04-29T16:05:29+0000,"VAMOS AJUDAR A CHERATERIA!

A Cherateria participará de um torneio de baterias chamado Interbatuc e um dos critérios que permitem a nossa participação é doar alimentos para uma instituição de caridade. Portanto, sua ajuda será em dobro, para nós e para as comunidades que a ONG ABEUNI ajuda.",Cefisma IFUSP shared Cherateria - Bateria Física-IAG-USP's post.
150,440697006094380_464240807073333,2015-04-29T02:45:49+0000,https://www.youtube.com/watch?v=-fKGEdMV8vo&,
151,440697006094380_464174203746660,2015-04-28T23:54:32+0000,"Não esqueçam de votar amanhã nas eleições diretas para diretor do Instituto de Física! É muito importante que es alunes participem deste processo. 
Divulgaremos o vídeo do debate em breve para aqueles que não puderam comparecer",
152,440697006094380_463137143850366,2015-04-26T16:32:06+0000,"ÚLTIMO DIA DE INSCRIÇÃO EM DUPLAS PARA ARMÁRIOS

Quem ainda não se inscreveu com uma dupla para o sorteio de armários, tem até hoje para se inscrever. Não esqueçam. Os resultados serão divulgado na semana que vem, e divulgaremos também o prazo para liberação dos armários pelxs atuais ocupantes

http://cefisma.org.br/node/88",
153,440697006094380_898807956827461,2015-04-25T00:24:02+0000,,Cefisma IFUSP added an event.
154,440697006094380_462102173953863,2015-04-24T01:48:27+0000,"Pessoal, a oficina de LaTeX, Grupo de Libertação do Word,
 foi adiada e irá começar daqui a duas semanas! Fiquem ligades na divulgação!",
155,440697006094380_461891343974946,2015-04-23T13:14:30+0000,"Informe da reunião com o diretor Marcos Nogueira Martins

Quarta-feira 22/04 - Discutimos primeiro discutimos acerca do quadro de luz da vivência, que segundo funcionário está caótico e com os relógios de contagem antigos, nos foi entregado um relatório. Depois conversamos sobre o andamento do processo de licitação dos nossos espaços. Por fim nos foi apresentado um relato dos seguranças das alas, onde relatavam a ocorrencia de uma festa (com musica alta e ""bebedeira"") em nosso espaço de vivência na madrugada do dia 10 e dia 11. O Diretor nos perguntou sobre a autorização(que não foi solicitada) para este tipo de evento, então explicamos que na verdade era um HappyHour e que é comum que os estudantes se reúnam no final do dia e que dada a espontaniedade de tais eventos era impossível o procedimento(de autorização) solicitado. Durante a reunião o diretor ainda nos esclareceu alguns pontos sobre a sucessão de diretores, nos explicando que quem assume durante o período de vacância(sem diretor e vice) é o decano do instituto, atualmente o prof. Gil da Costa Marques.",
156,440697006094380_460312920799455,2015-04-19T15:58:12+0000,"RESPOSTA DA OCUPAÇÃO PRETA À COMUNIDADE UNIVERSITÁRIA E À REITORIA

Antes de julgar tendo como subsídio apenas e mail da reitoria e matéria do Estadão, temos de ouvir ambos os lados!",Cefisma IFUSP shared Ocupação Preta's photo.
157,440697006094380_459568774207203,2015-04-17T22:22:44+0000,,Cefisma IFUSP added a new photo.
158,440697006094380_459565084207572,2015-04-17T22:12:51+0000,"ELEIÇÕES DIRETAS PARA DIRETOR DO IFUSP

    Por conta da renúncia do diretor do Instituto de Física da USP, Prof. Dr. Adalberto Fazzio, deverá acontecer uma nova eleição para definir seu sucessor. A escolha oficial será no dia 05 de Maio, por membros da Congregação, órgão máximo do Instituto, que conta com a composição de 80 professores, 8 estudantes e 3 funcionários. Diferentemente das eleições anteriores, esta não contará com uma lista tríplice para a escolha do reitor.

     Diante disto, os representantes dos estudantes, funcionários e da ADUSP organizarão uma eleição direta paritária, assim como já ocorre em diferentes unidades da USP, que definirá a escolha da comunidade do IF e deve balizar os votos na congregação. Esta iniciativa tem o intuito de aproximar a comunidade da política do IF e debater sobre os importantes temas e responsabilidades que tangem a direção. Além de criticar os atuais métodos antidemocráticos existentes em todas as esferas da universidade, fazendo parte do processo de luta histórica dos movimentos da USP por eleições diretas para escolha dos dirigentes.

     O Instituto só tem a ganhar com uma comunidade que esteja a par de assuntos como as finanças, espaço físico, organização dos cursos, ensino e pesquisa. Para isso é necessário amplo diálogo, no qual um maior número de pessoas participe das decisões que interferem em nosso futuro. É importante ressaltar também a necessidade dos candidatos terem plataformas claras e amplamente discutidas.

     Pedimos que os candidatos à direção enviem um e-mail para comissaoeleitoralif@gmail.com para que seus nomes sejam inseridos nas cédulas e que confirmem a participação no debate que promoveremos. Aos demais pedimos que divulguem e compartilhem esta iniciativa. 

Calendário das Eleições Diretas IFUSP:

 24/04, sexta-feira - Prazo para a inscrição de candidatos(as).

 28/04, terça-feira - Debate entre candidatos(as), às 17 horas.

 29/04, quarta-feira - Eleições Diretas no IFUSP, com abertura das urnas das 9h30 às 21h30.

 30/04, quinta-feira - Apuração das urnas e divulgação do resultado.

    Lamentamos a proximidade da data da eleição escolhida pela instituição, impedindo a realização de mais debates, dias de eleição e comprometendo o processo democrático. 

    Ideias, criticas, sugestões e vontade de participar? Mande um email para: comissaoeleitoralif@gmail.com!

 Comissão Eleitoral",
159,440697006094380_459305904233490,2015-04-17T05:52:13+0000,"É assustador o relato dos trabalhadores na prefeitura do campus!

https://www.facebook.com/events/441368849362387/",Cefisma IFUSP shared Secretaria de Mulheres do Sintusp's event.
160,440697006094380_459026987594715,2015-04-16T12:37:42+0000,,Cefisma IFUSP shared Ocupação Preta's event.
161,440697006094380_458350954328985,2015-04-15T01:46:49+0000,"DIRETOR DO INSTITUTO ADALBERTO FAZZIO RENUNCIA

Além dos 8/80 da congregação, será que na nova escolha que ocorrerá os estudantes poderão participar ? 

""Prezados Colegas Ifuspianos,

Comunico que solicitei ao Magnifico Reitor minha exoneração do cargo de diretor a partir de 16 de abril juntamente com pedido de aposentadoria. Não cumprir meu mandato na sua integralidade não era minha intenção. Desculpo-me por esse ato motivado por razões de ordem pessoal.

Agradeço toda a comunidade do IF que sempre me apoiou nas diversas ações da diretoria. Agradeço também aos membros da Congregação, do CTA  e de todas as Comissões, que sempre procuraram contribuir para o engrandecimento do IF e sempre estiveram atentos às mudanças que vêm ocorrendo na USP. Agradeço todos os meus Assistentes e suas equipes, e aqueles com quem tive uma convivência mais próxima: Enza, Iran e Sueli. Em especial, meu muito obrigado ao colega Marcos Martins, vice-diretor, que sempre me substituiu com competência na minha ausência.

Desejo muito sucesso ao nosso IFUSP!

Abraços, Adalberto.""",
